Person_ID,Crash_Date,Crash_Location,Victim,Longitude,Latitude,Location
O1676576,10/06/2023 08:06:00 PM,1947 W CERMAK RD,PEDESTRIAN,-87.67525922,41.85207592,POINT (-87.67525922 41.85207592)
O1555211,04/14/2023 07:30:00 PM,8850 S COTTAGE GROVE AVE,PEDESTRIAN,-87.60488825,41.73329695,POINT (-87.60488825 41.73329695)
O1443688,10/16/2022 02:47:00 AM,2410 W 47TH ST,PEDESTRIAN,-87.6849422,41.80842354,POINT (-87.6849422 41.80842354)
O882856,05/12/2020 03:57:00 PM,1208 E 83RD ST,DRIVER,-87.59294,41.744224,POINT (-87.59294 41.744224)
,01/03/2022 04:48:00 PM,N CUMBERLAND AVE & W CORAL DR,DRIVER,-87.83678523,41.96369684,POINT (-87.83678523 41.96369684)
O584036,02/13/2019 11:16:00 PM,4300 S DREXEL BLVD,DRIVER,-87.60468,41.816745,POINT (-87.60468 41.816745)
O708920,08/03/2019 03:10:00 PM,9400 S COTTAGE GROVE AVE,PEDESTRIAN,-87.60466,41.724067,POINT (-87.60466 41.724067)
O907194,06/27/2020 02:11:00 AM,4651 W 79TH ST,DRIVER,-87.71451,41.741908,POINT (-87.71451 41.741908)
,06/27/2021 04:55:00 PM,"REPORTED BY METRA POLICE, 1431 W 107TH ST",PASSENGER,-87.65831496,41.69944718,POINT (-87.65831496 41.69944718)
O1149118,07/27/2021 06:20:00 PM,2904 S ARCHER AVE,DRIVER,-87.65794054,41.84178496,POINT (-87.65794054 41.84178496)
O1225889,11/12/2021 05:20:00 PM,6800 N WESTERN AVE,PEDESTRIAN,-87.69021903,42.00507612,POINT (-87.69021903 42.00507612)
O1489736,11/19/2022 11:48:00 PM,6900 S PULASKI RD,DRIVER,-87.72263085,41.76768773,POINT (-87.72263085 41.76768773)
O1491894,12/31/2022 12:42:00 PM,5059 S KEDZIE AVE,CYCLIST,-87.703372,41.801312,POINT (-87.703372 41.801312)
P315692,09/16/2022 07:45:00 PM,4131 S OAKENWALD AVE,PASSENGER,-87.59996787,41.82037607,POINT (-87.59996787 41.82037607)
O869320,04/05/2020 02:11:00 AM,1725 E 67TH ST,PEDESTRIAN,-87.58279,41.773265,POINT (-87.58279 41.773265)
O1330147,05/04/2022 09:20:00 PM,3821 N MILWAUKEE AVE,CYCLIST,-87.7421514,41.95039565,POINT (-87.7421514 41.95039565)
O665922,06/08/2019 09:22:00 PM,421 N PULASKI RD,PASSENGER,-87.72574,41.888533,POINT (-87.72574 41.888533)
O1013247,11/26/2020 10:21:00 PM,5900 S ASHLAND AVE,DRIVER,-87.69817,42.015842,POINT (-87.69817 42.015842)
O1265951,01/19/2022 09:21:00 PM,4242 S INDIANA AVE,DRIVER,-87.62156904,41.81710001,POINT (-87.62156904 41.81710001)
O974813,10/11/2020 04:20:00 AM,4768 S ARCHER AVE,PASSENGER,-87.69162,41.875922,POINT (-87.69162 41.875922)
O1503681,01/23/2023 01:02:00 PM,4500 W 63RD ST,PEDESTRIAN,-87.73502936,41.77862499,POINT (-87.73502936 41.77862499)
O1233703,11/24/2021 09:55:00 AM,1958 N KOSTNER AVE,PEDESTRIAN,-87.73647199,41.91695135,POINT (-87.73647199 41.91695135)
O775752,11/06/2019 06:58:00 AM,3800 N MILWAUKEE AVE,CYCLIST,-87.74195,41.94999,POINT (-87.74195 41.94999)
P253110,06/26/2021 12:10:00 PM,328 W 127TH ST,PASSENGER,-87.63051574,41.66344162,POINT (-87.63051574 41.66344162)
O1431491,10/01/2022 11:01:00 AM,3800 W MADISON,DRIVER,-87.72088123,41.88089727,POINT (-87.72088123 41.88089727)
O1407517,08/27/2022 03:35:00 AM,400 W 26TH ST,CYCLIST,-87.70847223,41.96365679,POINT (-87.70847223 41.96365679)
O743709,09/22/2019 12:00:00 AM,2030 N CICERO AVE,PEDESTRIAN,-87.74629,41.917887,POINT (-87.74629 41.917887)
O1302557,03/17/2022 08:07:00 PM,6000 W GRAND AVE,PEDESTRIAN,-87.77563027,41.92067663,POINT (-87.77563027 41.92067663)
P212634,08/02/2020 08:23:00 PM,5799 S LAKE SHORE DR,PASSENGER,-87.73811,41.960722,POINT (-87.73811 41.960722)
O1600029,06/17/2023 11:05:00 PM,425 W 87TH ST,PASSENGER,-87.63493902,41.73581034,POINT (-87.63493902 41.73581034)
O1652475,09/01/2023 04:15:00 PM,735 N KEDZIE AVE,DRIVER,-87.70638596,41.89478342,POINT (-87.70638596 41.89478342)
O1379959,07/16/2022 02:30:00 PM,9000 S ASHLAND AVE,PEDESTRIAN,-87.66304669,41.73020471,POINT (-87.66304669 41.73020471)
O1473408,12/02/2022 11:38:00 PM,18 N CICERO AVE,PEDESTRIAN,-87.7454464,41.8810884,POINT (-87.7454464 41.8810884)
O1324567,04/26/2022 02:18:00 PM,5955 S PULASKI RD,MOTORCYCLIST,-87.72277079,41.78428898,POINT (-87.72277079 41.78428898)
O954767,09/09/2020 07:50:00 AM,2000 W WARREN BLVD,CYCLIST,-87.74151,41.786812,POINT (-87.74151 41.786812)
P179685,11/17/2019 03:17:00 AM,400 E RANDOLPH ST,PASSENGER,-87.61725,41.884646,POINT (-87.61725 41.884646)
P258673,07/31/2021 10:50:00 PM,7300 S RACINE AVE,PASSENGER,-87.65416583,41.76136917,POINT (-87.65416583 41.76136917)
P328274,12/18/2022 02:38:00 AM,5044 W LAKE ST,PASSENGER,-87.7521484,41.88712166,POINT (-87.7521484 41.88712166)
O1672201,10/01/2023 02:20:00 AM,3959 W FULLERTON AVE,SCOOTER,-87.72670493,41.92437507,POINT (-87.72670493 41.92437507)
O1369140,07/29/2022 06:45:00 PM,2722 W 23RD ST,PEDESTRIAN,-87.69390769,41.85021161,POINT (-87.69390769 41.85021161)
O1161349,08/13/2021 07:50:00 PM,2921 W ROOSEVELT RD,DRIVER,-87.69932698,41.86636266,POINT (-87.69932698 41.86636266)
O655675,05/25/2019 09:56:00 PM,1200 N LARAMIE AVE,PASSENGER,-87.75592,41.902293,POINT (-87.75592 41.902293)
O1122235,06/20/2021 01:15:00 AM,3900 S STATE ST,DRIVER,-87.62657307,41.82362966,POINT (-87.62657307 41.82362966)
O629076,04/13/2019 03:17:00 AM,6038 S PULASKI RD,DRIVER,-87.72303,41.782967,POINT (-87.72303 41.782967)
O1011218,12/19/2020 03:23:00 AM,2000 W AUGUSTA BLVD,DRIVER,-87.61279,41.710885,POINT (-87.61279 41.710885)
O888167,05/23/2020 11:15:00 PM,730 S CICERO AVE,PEDESTRIAN,-87.74507,41.871243,POINT (-87.74507 41.871243)
P342507,04/07/2023 12:52:00 AM,5500 S STATE ST,PASSENGER,-87.62583602,41.79422529,POINT (-87.62583602 41.79422529)
P232406,01/20/2021 09:35:00 PM,4928 S CICERO AVE,PASSENGER,-87.74318,41.803086,POINT (-87.74318 41.803086)
O1139967,07/14/2021 08:00:00 PM,7300 N SACRAMENTO,CYCLIST,-87.70455995,42.01382663,POINT (-87.70455995 42.01382663)
O917341,07/13/2020 02:21:00 AM,1502 S CENTRAL PARK AVE,CYCLIST,-87.7064,41.895237,POINT (-87.7064 41.895237)
O683110,06/30/2019 07:30:00 PM,3416 N PONTIAC AVE,DRIVER,-87.83510477,41.94130489,POINT (-87.83510477 41.94130489)
O802830,12/15/2019 01:38:00 PM,1032 W GARFIELD BLCD,DRIVER,-87.65118,41.794338,POINT (-87.65118 41.794338)
O1523384,02/05/2023 03:58:00 AM,3318 S DUSABLE LAKE SHORE DR,DRIVER,-87.60744132,41.83426196,POINT (-87.60744132 41.83426196)
O1024937,01/11/2021 01:05:00 PM,1100 N LARAMIE AVE,PEDESTRIAN,-87.75588,41.900507,POINT (-87.75588 41.900507)
O901181,06/17/2020 12:53:00 PM,3958 W IOWA ST,DRIVER,-87.60671,41.809485,POINT (-87.60671 41.809485)
O860755,03/11/2020 01:10:00 PM,4508 W 63RD ST,DRIVER,-87.7354,41.778621,POINT (-87.7354 41.778621)
O1118922,06/15/2021 08:34:00 AM,2500 S MILLARD AVE,PEDESTRIAN,-87.71620411,41.84610927,POINT (-87.71620411 41.84610927)
O620618,04/08/2019 12:34:00 PM,3610 W GRAND AVE,PEDESTRIAN,-87.71723256,41.90264416,POINT (-87.71723256 41.90264416)
O573363,01/29/2019 03:25:00 AM,7459 S RACINE AVE,DRIVER,-87.65379,41.757968,POINT (-87.65379 41.757968)
O714194,08/10/2019 07:13:00 PM,405 E 61ST ST,PEDESTRIAN,-87.61547,41.783779,POINT (-87.61547 41.783779)
O1458843,11/10/2022 02:35:00 AM,4590 S COTTAGE GROVE,MOTORCYCLIST,-87.60675334,41.81144347,POINT (-87.60675334 41.81144347)
O1088690,05/04/2021 11:52:00 AM,8828 S ASHLAND AVE,DRIVER,-87.66313654,41.73310602,POINT (-87.66313654 41.73310602)
,02/07/2019 05:43:00 AM,REPORTED BY SUMMIT POLICE DEPARTMENT,PEDESTRIAN,-87.8016,41.79194,POINT (-87.8016 41.79194)
O687331,07/06/2019 12:49:00 AM,1620 S HOMAN AVE,PEDESTRIAN,-87.71046,41.858363,POINT (-87.71046 41.858363)
P272602,10/30/2021 11:38:00 PM,8201 S STONY ISLAND AVE,PASSENGER,-87.58525697,41.7459383,POINT (-87.58525697 41.7459383)
O977715,10/15/2020 10:48:00 PM,1600 S HOMAN AVE,DRIVER,-87.66406,41.735667,POINT (-87.66406 41.735667)
O990324,11/07/2020 09:40:00 AM,2831 N CICERO AVE,DRIVER,-87.71635527,41.8773123,POINT (-87.71635527 41.8773123)
O1186699,09/18/2021 11:34:00 AM,2700 W NORTH AVE,PEDESTRIAN,-87.69460426,41.91035175,POINT (-87.69460426 41.91035175)
O1350268,06/03/2022 04:09:00 AM,9318 S VINCENNES AVE,DRIVER,-87.64967548,41.72445402,POINT (-87.64967548 41.72445402)
O942530,08/21/2020 01:00:00 AM,4840 N LAKE SHORE DR NB,PEDESTRIAN,-87.67377,41.768393,POINT (-87.67377 41.768393)
O1594541,06/09/2023 08:38:00 PM,4701 S DR MARTIN LUTHER KING JR DRIVE,DRIVER,-87.61643967,41.8092952,POINT (-87.61643967 41.8092952)
O1295383,03/10/2022 03:00:00 AM,5026 S LAKE SHORE DR,DRIVER,-87.58211308,41.80357874,POINT (-87.58211308 41.80357874)
,02/12/2020 07:32:00 PM,REPORTED BY HOMETOWN POLICE DEPARTMENT,DRIVER,-87.72137345,41.73490932,POINT (-87.72137345 41.73490932)
P279213,12/18/2021 02:05:00 AM,2650 W LAKE ST,PASSENGER,-87.69327252,41.88447608,POINT (-87.69327252 41.88447608)
O1643156,08/20/2023 09:58:00 PM,5300 W 55TH ST,MOTORCYCLIST,-87.75503841,41.79295797,POINT (-87.75503841 41.79295797)
O1244990,12/12/2021 12:45:00 PM,5301 N DUSABLE LAKE SHORE DR,DRIVER,-87.65088926,41.97833081,POINT (-87.65088926 41.97833081)
O1427351,09/25/2022 06:17:00 AM,9357 S COLFAX AVE,DRIVER,-87.56062435,41.72464073,POINT (-87.56062435 41.72464073)
O1396675,08/11/2022 06:20:00 AM,9899 S AVENUE L,CYCLIST,-87.53633845,41.71589022,POINT (-87.53633845 41.71589022)
O728919,09/01/2019 12:00:00 AM,4550 W LAKE ST,CYCLIST,-87.74016,41.886399,POINT (-87.74016 41.886399)
O1687782,10/23/2023 10:08:00 AM,3402 N OZARK AVE,PEDESTRIAN,-87.82046897,41.94142763,POINT (-87.82046897 41.94142763)
P217371,09/06/2020 03:20:00 AM,1000 N LAKE SHORE DR NB,PASSENGER,-87.60938,41.839965,POINT (-87.60938 41.839965)
O1083456,04/26/2021 07:25:00 PM,1311 E 83RD ST,DRIVER,-87.59239747,41.74401058,POINT (-87.59239747 41.74401058)
O879862,05/05/2020 03:00:00 PM,4700 S ASHLAND AVE,PEDESTRIAN,-87.66511729,41.8085116,POINT (-87.66511729 41.8085116)
O1108070,06/02/2021 12:25:00 AM,200 S LAKE SHORE DR,DRIVER,-87.61737571,41.87958569,POINT (-87.61737571 41.87958569)
O1492570,01/02/2023 10:10:00 PM,7900 S LAFAYETTE AVE,PEDESTRIAN,-87.62596851,41.75089105,POINT (-87.62596851 41.75089105)
O1226715,11/14/2021 03:53:00 AM,5900 S ASHLAND AVE,PEDESTRIAN,-87.66453916,41.78665418,POINT (-87.66453916 41.78665418)
O1149843,07/28/2021 07:14:00 PM,7899 S STONY ISLAND,DRIVER,-87.58546514,41.75151786,POINT (-87.58546514 41.75151786)
O1186500,09/18/2021 02:05:00 AM,340 S CENTRAL PARK,PEDESTRIAN,-87.71587612,41.87587848,POINT (-87.71587612 41.87587848)
O1080607,04/08/2021 09:33:00 PM,3800 W HARRISON ST,PEDESTRIAN,-87.72040656,41.87362412,POINT (-87.72040656 41.87362412)
O647677,05/15/2019 03:25:00 PM,8500 S COTTAGE GROVE AVE,PEDESTRIAN,-87.60507031,41.74017704,POINT (-87.60507031 41.74017704)
P205685,06/17/2020 03:00:00 AM,3300 W 87TH ST,DRIVER,-87.70463,41.735259,POINT (-87.70463 41.735259)
P229093,12/20/2020 04:11:00 AM,2159 S ASHLAND AVE,PASSENGER,-87.61658,41.769426,POINT (-87.61658 41.769426)
O872780,04/16/2020 10:40:00 PM,6900 S STATE ST,DRIVER,-87.62509,41.769104,POINT (-87.62509 41.769104)
O632999,04/26/2019 10:26:00 AM,2110 W 69TH PL,PEDESTRIAN,-87.6765,41.767612,POINT (-87.6765 41.767612)
O679099,06/25/2019 08:46:00 PM,501 S LAKE SHORE DR NB,PEDESTRIAN,-87.61699,41.875762,POINT (-87.61699 41.875762)
O1067830,03/19/2021 11:09:00 PM,614 W MARQUETTE RD,PEDESTRIAN,-87.64032,41.772654,POINT (-87.64032 41.772654)
O919729,07/12/2020 01:50:00 AM,100 E 130TH ST,DRIVER,-87.61491,41.788113,POINT (-87.61491 41.788113)
O915418,07/10/2020 02:55:00 AM,501 S SACRAMENTO BLVD,PEDESTRIAN,-87.72046,41.691095,POINT (-87.72046 41.691095)
O610256,03/24/2019 08:45:00 AM,3600 N OAK PARK AVE,DRIVER,-87.79614,41.945566,POINT (-87.79614 41.945566)
O1142097,07/17/2021 10:30:00 AM,401 E 71ST ST,PEDESTRIAN,-87.61519739,41.7656031,POINT (-87.61519739 41.7656031)
,08/06/2021 04:04:00 PM,"REPORTED BY EXTERNAL POLICE DEPARTMENT, 5715 N NAGLE AVE",DRIVER,-87.78769056,41.98521559,POINT (-87.78769056 41.98521559)
P263312,08/31/2021 08:05:00 PM,1600 E 95TH ST,PASSENGER,-87.58500357,41.72244946,POINT (-87.58500357 41.72244946)
,11/03/2022 06:35:00 PM,S CICERO AVE & S STATE RD,DRIVER,-87.74171127,41.75956277,POINT (-87.74171127 41.75956277)
P347675,10/19/2022 03:20:00 PM,9100 S JEFFERY AVE,PASSENGER,-87.57554061,41.72974108,POINT (-87.57554061 41.72974108)
O1122323,06/20/2021 02:39:00 AM,405 S HOMAN AVE,DRIVER,-87.71067672,41.87531238,POINT (-87.71067672 41.87531238)
O946990,08/27/2020 10:22:00 PM,4800 S LAKE SHORE DR NB,DRIVER,-87.65044,41.976707,POINT (-87.65044 41.976707)
O1174037,08/31/2021 08:05:00 PM,1600 E 95TH ST,DRIVER,-87.58500357,41.72244946,POINT (-87.58500357 41.72244946)
O787161,11/21/2019 06:20:00 PM,8300 S EXCHANGE AVE,PEDESTRIAN,-87.5529,41.744581,POINT (-87.5529 41.744581)
P222810,10/19/2020 10:37:00 PM,2621 W FULLERTON AVE,PASSENGER,-87.78312,41.974871,POINT (-87.78312 41.974871)
O985465,10/28/2020 11:58:00 PM,7900 S DR MARTIN LUTHER KING JR DR,DRIVER,-87.6509,41.867154,POINT (-87.6509 41.867154)
O564489,01/16/2019 05:17:00 AM,5400 S LONG AVE,DRIVER,-87.75761678,41.7945227,POINT (-87.75761678 41.7945227)
O1096876,05/16/2021 07:30:00 PM,3500 S LAKE SHORE DRIVE,DRIVER,-87.60627454,41.83111177,POINT (-87.60627454 41.83111177)
O832962,01/31/2020 03:12:00 PM,6800 S KANST DR,DRIVER,-87.69531,41.770313,POINT (-87.69531 41.770313)
O852152,02/29/2020 12:35:00 AM,3730 W LAKE ST,CYCLIST,-87.7197,41.885242,POINT (-87.7197 41.885242)
O1229896,11/18/2021 10:50:00 PM,101 W ROOSEVELT RD,DRIVER,-87.63048697,41.86726343,POINT (-87.63048697 41.86726343)
O1346212,05/27/2022 08:28:00 PM,2976 W COLUMBUS AVE,PEDESTRIAN,-87.69775607,41.75270075,POINT (-87.69775607 41.75270075)
P230791,12/26/2020 03:12:00 AM,300 E 63RD ST,DRIVER,-87.59296892,41.70203184,POINT (-87.59296892 41.70203184)
P247736,05/27/2021 12:02:00 AM,325 S WESTERN AVE,PASSENGER,-87.68617406,41.87676371,POINT (-87.68617406 41.87676371)
O726045,08/27/2019 12:40:00 PM,3945 W LAKE ST,PEDESTRIAN,-87.72506,41.885323,POINT (-87.72506 41.885323)
O926873,07/28/2020 08:03:00 AM,3401 W OGDEN AVE,DRIVER,-87.66177,41.866806,POINT (-87.66177 41.866806)
O1193471,09/27/2021 06:25:00 PM,4916 N ELSTON AVE,PEDESTRIAN,-87.74319313,41.96983225,POINT (-87.74319313 41.96983225)
O1289162,02/27/2022 01:15:00 AM,4533 W NORTH AVE,DRIVER,-87.74021558,41.90958979,POINT (-87.74021558 41.90958979)
O1578388,05/18/2023 07:15:00 AM,4250 W 87TH ST,DRIVER,-87.72831896,41.73482621,POINT (-87.72831896 41.73482621)
O1021279,01/07/2021 06:44:00 PM,7900 S LAFAYETTE AVE,PEDESTRIAN,-87.62597,41.750891,POINT (-87.62597 41.750891)
O1517525,02/14/2023 02:00:00 PM,1602 W 47TH ST,PEDESTRIAN,-87.66511378,41.8087122,POINT (-87.66511378 41.8087122)
O1393024,08/05/2022 06:34:00 PM,7900 S RACINE AVE,PEDESTRIAN,-87.65388333,41.75047493,POINT (-87.65388333 41.75047493)
O1666247,09/21/2023 10:47:00 PM,5930 S DR MARTIN LUTHER KING DR,PEDESTRIAN,-87.61592649,41.78658071,POINT (-87.61592649 41.78658071)
O767424,10/26/2019 04:30:00 AM,2420 S DR MARTIN LUTHER KING JR DR,DRIVER,-87.61803,41.8487,POINT (-87.61803 41.8487)
O1077264,04/15/2021 11:05:00 PM,146 S WESTERN AVE,DRIVER,-87.68652065,41.87894459,POINT (-87.68652065 41.87894459)
O1105811,05/29/2021 01:48:00 AM,8521 S STONY ISLAND AVE,PEDESTRIAN,-87.58512565,41.73988651,POINT (-87.58512565 41.73988651)
O1185749,09/17/2021 11:50:00 AM,4803 W DIVERSEY AVE,CYCLIST,-87.74679184,41.93142105,POINT (-87.74679184 41.93142105)
O1496531,01/10/2023 11:45:00 PM,3544 W LAKE ST,PEDESTRIAN,-87.71529495,41.88498728,POINT (-87.71529495 41.88498728)
O1263726,01/15/2022 07:17:00 PM,4303 W JACKSON BLVD,PEDESTRIAN,-87.73309551,41.87688519,POINT (-87.73309551 41.87688519)
O1192679,09/26/2021 07:35:00 PM,5600 N HARLEM AVE,DRIVER,-87.80708917,41.9828152,POINT (-87.80708917 41.9828152)
O1467748,11/23/2022 06:41:00 AM,4632 S CALIFORNIA AVE,PEDESTRIAN,-87.69437934,41.8090956,POINT (-87.69437934 41.8090956)
O1164310,08/18/2021 11:09:00 AM,3151 W ROOSEVELT RD,PEDESTRIAN,-87.70518242,41.86630403,POINT (-87.70518242 41.86630403)
,10/20/2022 06:33:00 PM,11900 WOOD ST,DRIVER,-87.66653465,41.67744266,POINT (-87.66653465 41.67744266)
O1389520,07/30/2022 11:50:00 PM,4600 W DIVERSEY,PEDESTRIAN,-87.74199681,41.93170309,POINT (-87.74199681 41.93170309)
O1538924,03/16/2023 01:40:00 PM,3429 W ROOSEVELT RD,DRIVER,-87.71172229,41.86622533,POINT (-87.71172229 41.86622533)
O1255659,01/01/2022 12:30:00 AM,4801 N CICERO AVE,DRIVER,-87.74772596,41.96803051,POINT (-87.74772596 41.96803051)
O845435,02/14/2020 07:26:00 PM,3812 W 111TH ST,PEDESTRIAN,-87.71602,41.69144,POINT (-87.71602 41.69144)
P154082,06/23/2019 06:05:00 PM,2255 W HARRISON ST,PASSENGER,-87.6835,41.873822,POINT (-87.6835 41.873822)
O600653,03/05/2019 03:48:00 PM,5059 S WESTERN AVE,PEDESTRIAN,-87.68408,41.80124,POINT (-87.68408 41.80124)
O892871,06/02/2020 04:30:00 AM,4510 N PULASKI RD,PASSENGER,-87.66911,41.954399,POINT (-87.66911 41.954399)
P212207,07/31/2020 03:43:00 PM,4780 S ARCHER AVE,PASSENGER,-87.72477825,41.84414469,POINT (-87.72477825 41.84414469)
O705540,07/30/2019 08:30:00 AM,4243 W ROOSEVELT RD,DRIVER,-87.73170774,41.8659683,POINT (-87.73170774 41.8659683)
O694565,07/15/2019 07:31:00 PM,6321 S ASHLAND AVE,PEDESTRIAN,-87.66406,41.778815,POINT (-87.66406 41.778815)
O910109,07/02/2020 02:36:00 AM,631 W 115TH ST,DRIVER,-87.70523,41.884404,POINT (-87.70523 41.884404)
P236942,03/03/2021 09:30:00 PM,8502 S PULASKI RD,DRIVER,-87.7217,41.73841,POINT (-87.7217 41.73841)
O1657334,09/09/2023 08:18:00 PM,520 S HAMLIN BLVD,PEDESTRIAN,-87.72052102,41.87379753,POINT (-87.72052102 41.87379753)
O1207368,10/17/2021 07:30:00 PM,3031 S ARCHER AVE,PEDESTRIAN,-87.66218169,41.83947663,POINT (-87.66218169 41.83947663)
O1336074,05/12/2022 08:31:00 PM,7600 W FOREST PRESERVE AVE,MOTORCYCLIST,-87.81707837,41.94921087,POINT (-87.81707837 41.94921087)
P259129,08/03/2021 11:34:00 PM,4537 W ARMITAGE AVE,PASSENGER,-87.74027793,41.91688868,POINT (-87.74027793 41.91688868)
O1408112,07/29/2022 11:59:00 PM,6901 S STONY ISLAND AVE,MOTORCYCLIST,-87.58596259,41.76968488,POINT (-87.58596259 41.76968488)
O762632,10/18/2019 04:11:00 PM,802 W GARFIELD BLVD,PEDESTRIAN,-87.64536048,41.79440996,POINT (-87.64536048 41.79440996)
P182350,12/06/2019 11:35:00 AM,7200 S LOWE AVE,PASSENGER,-87.64019,41.763359,POINT (-87.64019 41.763359)
O1004652,12/05/2020 11:48:00 PM,7401 S CICERO AVE,DRIVER,-87.63158,41.834487,POINT (-87.63158 41.834487)
O969768,10/03/2020 01:52:00 AM,10833 S HALSTED,DRIVER,-87.55847,41.751726,POINT (-87.55847 41.751726)
O1168145,08/23/2021 03:08:00 AM,13000 S TORRENCE AVE,DRIVER,-87.55943274,41.65912619,POINT (-87.55943274 41.65912619)
P290762,03/27/2022 10:15:00 PM,4268 W MONTROSE AVE,PASSENGER,-87.73542802,41.96097183,POINT (-87.73542802 41.96097183)
O1219810,11/03/2021 01:31:00 PM,5957 W TOUHY AVE,DRIVER,-87.77642769,42.01186629,POINT (-87.77642769 42.01186629)
P186358,01/01/2020 11:18:00 PM,1448 W 112TH PL,PASSENGER,-87.65875,41.689427,POINT (-87.65875 41.689427)
O1272866,01/30/2022 02:50:00 AM,4001 S PULASKI RD,DRIVER,-87.72381922,41.81905229,POINT (-87.72381922 41.81905229)
O1040748,02/21/2021 12:10:00 PM,1358 S KEELER AVE,PASSENGER,-87.7301,41.862542,POINT (-87.7301 41.862542)
O736098,09/11/2019 12:00:00 AM,5245 W FULLERTON AVE,PEDESTRIAN,-87.75799,41.923973,POINT (-87.75799 41.923973)
O1131709,07/03/2021 01:30:00 AM,4200 S LAKE SHORE DRIVE,DRIVER,-87.59662067,41.81849736,POINT (-87.59662067 41.81849736)
O1567391,05/03/2023 01:00:00 AM,4750 S PULASKI RD,DRIVER,-87.72368673,41.80635789,POINT (-87.72368673 41.80635789)
O1415621,09/08/2022 11:44:00 AM,710 N MILWAUKEE AVE,DRIVER,-87.6528852,41.89446403,POINT (-87.6528852 41.89446403)
P217431,09/06/2020 04:27:00 AM,3000 S LAKE SHORE DR SB,PASSENGER,-87.70539,41.686628,POINT (-87.70539 41.686628)
O1441230,10/15/2022 12:59:00 PM,2732 W OGDEN AGE,DRIVER,-87.69448806,41.86188597,POINT (-87.69448806 41.86188597)
P338623,02/18/2023 10:58:00 PM,10020 S HALSTED,PASSENGER,-87.64310095,41.71171667,POINT (-87.64310095 41.71171667)
O1604314,06/02/2023 01:00:00 AM,5432 W JACKSON BLVD,DRIVER,-87.76091253,41.87668635,POINT (-87.76091253 41.87668635)
O1317030,04/14/2022 12:40:00 AM,3213 E 106TH ST,DRIVER,-87.54579815,41.70265737,POINT (-87.54579815 41.70265737)
O960267,09/18/2020 07:35:00 AM,1402 E 95TH ST,DRIVER,-87.6155,41.781016,POINT (-87.6155 41.781016)
P328749,12/21/2022 04:25:00 PM,7033 W BELMONT AVE,PASSENGER,-87.80204278,41.9380722,POINT (-87.80204278 41.9380722)
O1326464,04/28/2022 02:12:00 PM,632 N CICERO AVE,MOTORCYCLIST,-87.74586235,41.89231009,POINT (-87.74586235 41.89231009)
O1242236,12/08/2021 06:53:00 AM,6531 63RD ST,PEDESTRIAN,-87.78498869,41.77751202,POINT (-87.78498869 41.77751202)
O1134659,07/07/2021 12:47:00 AM,7103 S ASHLAND AVE,PASSENGER,-87.66364395,41.76480481,POINT (-87.66364395 41.76480481)
,10/23/2023 07:54:00 PM,5115 N DAMEN AVE,CYCLIST,-87.679245,41.975209,POINT (-87.679245 41.975209)
O975453,10/12/2020 07:35:00 AM,5800 N PULASKI RD,DRIVER,-87.64522,41.802543,POINT (-87.64522 41.802543)
O780639,11/13/2019 01:45:00 AM,13615 S TORRENCE AVE,DRIVER,-87.55915,41.647709,POINT (-87.55915 41.647709)
